age,income,claim_amount,num_claims,has_prior_fraud,is_fraud
21,39142,41950,1,0,0
55,45104,39270,1,1,0
36,28625,13920,2,0,0
23,59199,23144,0,0,0
51,35926,19882,1,1,0
35,51218,3565,5,0,0
30,64472,24373,2,1,0
58,111916,44557,3,0,0
40,40566,6024,3,0,0
36,76125,25691,3,1,0
62,53205,34799,2,0,0
28,49717,2241,3,0,0
18,69984,35510,2,1,0
41,45135,39477,2,1,0
24,48164,23383,3,1,0
42,94489,48507,0,1,0
38,58562,12830,0,0,0
32,89110,29975,3,1,0
18,40169,47546,1,1,0
29,79858,27551,2,1,1
24,41604,41928,2,0,0
32,109670,24267,4,1,0
38,108738,13375,2,0,0
36,20684,22513,1,1,0
46,28007,5403,1,0,0
42,61787,5897,0,0,1
50,69582,1163,0,0,0
66,94791,37078,0,1,0
49,117798,18379,1,1,0
66,103629,48759,0,1,0
52,25782,31030,2,0,0
61,86770,30870,1,1,0
55,77645,30482,2,0,0
43,119724,32058,4,1,0
28,51996,27871,1,1,0
52,49204,27379,3,1,1
25,37152,3251,2,1,0
63,75186,44860,4,1,0
31,110555,24674,4,0,0
27,105024,7590,4,0,0
19,39689,32432,2,1,0
63,70690,41426,3,0,0
26,114042,23127,2,1,0
20,103251,39015,0,1,0
38,77320,8715,2,1,0
43,84226,4817,2,1,0
25,76091,30493,4,0,1
65,99301,18454,3,0,0
19,41942,5600,0,0,0
23,58712,25690,1,0,0
45,85277,43750,2,0,0
46,69632,34762,3,1,0
43,58031,38499,3,1,0
42,40478,23452,2,0,0
29,42551,8670,1,0,0
22,68068,22151,1,1,0
51,113608,18341,2,1,1
65,55561,30604,3,1,0
54,22892,9287,1,0,1
32,119502,19538,1,1,0
61,44395,18015,0,0,0
53,38756,45644,2,1,0
32,107710,16852,5,1,0
60,54651,47258,1,0,0
65,86333,22258,2,1,0
40,93745,39330,1,1,0
23,69306,42508,1,1,0
63,41346,3248,1,0,0
67,48024,7192,2,0,0
61,114950,28410,2,1,0
60,60818,10895,1,0,0
62,25947,7406,0,1,0
38,95153,34924,0,0,0
40,106240,48086,4,0,0
60,114238,42303,3,0,0
33,87428,6295,3,1,0
64,49754,13264,2,0,0
32,83355,29038,1,0,0
42,78241,39922,3,0,0
53,88960,10136,2,1,0
28,33418,14213,2,1,0
68,115422,13072,3,1,0
32,108593,44010,2,1,0
21,75184,37053,0,0,0
38,24833,28431,3,1,0
30,95430,43290,3,1,0
39,61833,3003,2,1,0
36,20565,20999,4,1,0
51,60180,32279,0,1,0
31,38402,43747,2,1,0
21,62845,11438,2,0,0
65,95851,15227,2,1,1
69,32834,4672,3,0,0
63,87850,8458,0,0,0
44,57180,19539,0,1,0
46,23883,4479,0,0,1
64,95587,15887,2,0,0
45,31695,1051,1,0,0
52,43123,3159,1,0,0
25,78481,5390,2,1,0
33,93438,21035,5,0,0
59,37573,29491,4,1,0
53,114910,17080,3,1,0
47,76494,35880,1,0,0
35,32288,46520,1,0,1
19,66978,48361,1,0,0
66,92420,23149,3,0,0
30,96095,16339,1,1,0
21,74672,30305,0,0,0
43,81821,2354,5,0,0
42,103661,6620,1,1,0
47,89224,4754,2,1,0
28,109405,17593,1,1,0
24,74796,17167,0,1,0
48,64706,23555,0,0,0
61,24023,34005,0,0,0
27,102636,42295,2,1,0
56,56735,41843,2,0,0
30,92959,9691,2,1,1
48,59218,10756,2,0,0
24,32213,37308,1,1,0
66,118694,10327,3,1,0
59,48460,29520,2,1,0
59,84680,44308,4,0,0
53,51017,41025,3,0,1
37,118536,29900,1,0,1
21,112038,17533,1,0,0
24,50990,32881,2,0,0
18,39515,28782,3,1,0
61,49991,45488,3,1,0
62,27634,2624,2,1,0
59,97034,41429,0,1,0
64,96452,21812,1,1,0
30,49377,8529,3,1,0
39,53001,21653,4,1,0
38,21391,28860,2,1,0
39,85206,14654,4,0,0
45,62215,3108,3,0,0
26,99720,4947,1,0,0
43,47114,8899,2,0,0
26,31882,14372,3,0,0
32,37273,38682,2,1,0
27,65647,31373,2,1,0
41,102665,40435,2,1,0
59,84892,3263,1,1,0
25,62679,27188,3,0,0
41,20427,37583,4,0,0
33,116952,30295,1,0,1
66,86267,1577,1,0,0
43,20799,16029,1,1,0
44,75659,36531,2,1,0
54,114409,31066,3,1,0
21,27025,18613,2,1,0
67,34481,49413,4,1,0
41,45411,20560,2,1,0
36,116894,9945,1,0,0
53,34961,30418,4,1,0
56,41767,18071,1,0,0
27,71690,47622,2,1,0
42,72870,18130,5,0,0
35,56135,21721,0,0,0
36,84514,3712,2,0,0
53,106928,18091,2,0,0
27,98798,16857,1,1,0
50,90765,42394,4,0,0
67,43772,46836,7,1,0
22,38799,48487,5,1,0
64,43555,35301,2,0,0
66,112152,17553,4,0,0
52,39333,18404,3,1,0
61,24261,8093,2,1,0
51,89002,14156,2,1,0
50,66553,14785,1,0,0
38,23088,49359,2,1,0
34,65783,26271,5,0,0
39,21115,15694,0,0,1
65,90114,37114,0,0,0
54,88126,5013,3,0,1
32,92908,33799,2,0,0
52,89109,25752,2,0,0
45,22978,12156,4,1,0
24,29422,11304,2,1,0
49,63626,41645,1,1,0
28,109233,39938,4,0,0
27,76174,13078,0,1,0
26,116356,27078,3,0,1
31,57743,3315,1,1,1
30,90461,28220,3,1,0
42,77199,32731,2,1,0
19,49430,33833,2,1,0
52,48834,13420,2,0,0
24,44435,19312,2,1,1
38,107212,22395,0,0,0
35,75797,41301,2,0,0
20,63554,47972,2,0,0
59,74555,16317,2,0,0
56,105350,49225,0,1,0
58,34716,17968,2,1,0
66,80261,23854,3,0,0
28,47528,6244,2,1,0
56,21995,31929,1,1,1
41,42414,41922,0,0,0
63,33844,25054,0,0,0
36,56659,19588,1,1,0
21,35522,45590,2,1,0
43,94034,35660,1,1,0
55,62322,8018,0,1,0
59,87638,11621,1,0,1
49,28524,1973,3,1,0
56,50846,44602,0,1,0
62,93643,40383,1,0,0
63,80096,38097,1,1,0
53,103804,35245,2,0,0
57,67703,26346,2,0,0
54,44399,41097,1,1,1
50,95160,7444,1,1,0
53,112662,25881,2,0,0
20,108667,25846,2,1,0
26,68591,12406,0,1,0
25,40714,40611,3,1,0
50,55877,26439,3,1,0
23,104106,6972,3,0,0
58,98018,49063,1,0,0
56,119854,38873,1,1,0
21,79136,11931,1,1,1
30,53414,8702,3,0,0
66,106576,20298,0,1,0
19,98943,22540,1,1,0
22,65468,33040,2,1,1
61,118841,47904,4,0,0
44,99702,32000,4,1,0
49,92108,30805,0,0,0
38,118538,3599,9,0,0
25,112508,23100,0,1,0
55,66835,31509,0,0,0
25,83333,36003,0,0,0
67,62464,20183,0,1,0
20,42923,39241,0,0,0
61,81855,1018,4,0,0
20,87445,1858,1,1,0
39,118384,26992,2,0,1
23,87619,33580,2,1,1
19,66146,6380,1,0,0
40,80032,36800,3,1,0
61,37140,19915,1,1,0
19,22670,41239,0,0,0
55,56519,38487,3,0,1
34,64512,13943,4,1,0
52,77811,38631,1,1,0
51,34691,37806,2,1,0
40,54262,19836,2,1,0
47,74892,36614,2,0,0
69,45595,41832,0,0,0
25,77207,12394,2,0,1
39,53440,7622,0,0,0
61,28630,46063,2,1,0
53,51250,26280,4,0,1
22,114334,12782,1,1,0
30,118748,2159,1,0,0
46,97518,5626,1,0,0
48,94191,24440,2,0,0
64,84791,37490,3,1,0
33,104118,12630,1,0,0
59,83753,45042,3,0,0
47,80520,48656,4,0,0
33,24008,7589,1,0,0
29,64464,49241,2,1,0
34,20496,24233,3,1,0
33,119767,36011,3,0,0
29,43212,9177,0,1,0
25,40637,35528,2,1,0
37,65227,49970,3,1,0
20,102413,39210,4,0,1
33,103346,27372,2,0,0
47,29884,24508,1,1,1
62,88259,15965,3,1,0
40,69810,4236,2,0,0
45,24761,16611,1,0,0
68,93166,23282,4,1,0
57,36375,42003,5,1,0
22,45218,16829,2,1,0
37,50565,9680,1,0,0
57,52975,12340,3,0,0
61,47073,32093,3,1,0
18,89726,22107,2,1,0
47,21883,10148,3,1,0
38,88422,44074,0,0,0
37,69629,18499,4,0,0
23,84170,19165,1,1,0
39,94489,44786,0,0,1
35,28381,26226,2,0,0
25,43238,19260,2,0,1
56,33795,25916,0,0,0
49,115964,44910,3,1,0
50,82999,31480,4,0,0
33,69907,33191,2,1,0
29,29638,10546,0,1,0
55,90467,37044,2,1,0
69,62623,22921,3,0,0
51,58492,49776,2,0,0
31,46411,37940,2,1,0
53,40534,46951,3,1,0
50,49181,13836,2,1,0
40,39996,9989,1,1,0
67,92089,14740,1,0,0
62,103609,31180,3,0,0
19,92666,14102,1,0,0
58,49405,16357,4,0,0
38,91325,49381,1,1,0
19,48930,31255,3,0,0
44,37529,37094,2,1,0
26,73546,26221,3,0,0
18,27942,1719,1,0,0
28,27548,18906,1,1,0
20,38296,24140,4,1,0
69,71016,2069,1,1,0
40,117780,8749,1,0,1
43,20296,13935,3,1,0
21,87945,38655,0,1,0
35,79980,45035,2,0,0
23,76782,31720,1,1,0
52,54229,28937,3,1,0
39,116382,19540,1,0,0
60,73444,8944,1,1,0
32,55036,49702,3,1,0
39,59322,13747,1,1,0
54,47167,11505,3,1,0
69,71667,47217,3,0,0
59,114527,12697,4,1,0
29,103337,37907,3,1,0
64,71468,16221,3,0,0
66,92894,8087,0,0,0
59,73084,22462,3,0,0
55,83138,23789,2,1,0
35,42588,34400,4,0,0
62,82901,3199,1,1,0
52,37671,48316,1,0,0
47,103038,45023,0,1,0
41,110664,22737,2,1,0
59,51645,7073,0,0,1
47,27637,17744,2,0,0
31,20660,11559,2,0,0
23,26922,33695,1,0,0
20,113697,49865,0,1,0
33,64721,9401,4,0,0
24,77256,12659,3,1,0
69,89506,42890,2,1,0
31,88943,14894,0,0,0
26,47843,30160,1,1,0
32,29046,30272,0,0,0
38,109336,25512,3,0,1
52,83985,34645,2,0,0
19,100083,47543,0,0,0
44,116925,22179,1,1,0
19,50346,11691,3,0,0
52,108284,17110,1,1,0
35,111384,36291,2,1,0
31,73526,46311,1,0,0
37,93143,30845,2,0,1
35,56787,40038,3,1,0
27,53583,25967,1,1,0
42,32563,29478,2,0,0
19,66060,6088,1,1,0
42,53690,41332,2,0,0
50,114712,8066,2,1,0
53,34925,40313,3,1,0
48,106787,3321,1,1,0
31,103184,46900,0,0,0
18,40108,25533,2,1,0
63,96515,25509,4,0,0
33,88258,42098,2,1,0
63,25355,9294,2,1,0
69,66069,47321,2,1,0
20,114335,39101,2,0,0
52,74471,26059,1,0,0
58,52705,32248,0,0,0
23,63909,41626,0,0,0
42,108606,21703,2,1,0
30,73739,39157,2,1,1
51,96820,4205,1,1,0
25,107273,35929,0,1,0
38,43241,18848,1,1,1
51,47414,34411,2,0,0
21,70818,15986,3,0,0
42,40895,12628,1,0,0
32,112307,39119,4,1,0
21,82409,5553,1,1,0
62,75324,7518,3,0,0
29,86920,39491,1,1,0
49,73555,8946,2,0,0
49,85453,1610,1,1,0
45,42689,5302,3,0,0
30,84356,35311,1,0,0
48,113011,35234,3,0,0
31,28252,42876,0,1,1
37,50844,15656,0,0,0
35,115687,40004,3,0,0
46,43365,47487,2,0,0
23,26026,19656,2,1,0
49,118303,42811,4,0,0
46,48523,5536,1,1,0
60,30482,43974,3,0,0
19,68888,20856,2,1,0
40,70110,37410,6,1,0
36,110644,45830,2,0,0
48,20493,17447,1,0,0
68,76194,46823,1,1,0
22,102001,34327,1,1,0
36,59767,35501,4,1,0
51,49550,9861,2,0,0
27,33833,21278,4,0,0
42,22970,2542,4,1,0
19,118315,43231,0,0,1
28,115494,3415,1,0,0
67,102681,44751,1,0,0
48,69177,13905,3,1,0
32,87342,22601,2,0,0
26,91200,39155,4,0,0
40,81501,22563,1,1,0
36,48900,41955,1,1,1
26,34126,7643,4,1,0
52,90690,49435,5,0,1
38,107744,25044,2,0,0
26,99303,12246,2,0,0
45,105579,3458,2,1,0
63,67994,7028,1,1,0
68,87061,39215,4,0,0
24,119064,35716,2,0,0
33,36978,7306,1,0,0
33,76344,42019,3,1,0
50,66648,41860,1,1,0
21,21055,28678,1,0,0
21,95582,25908,3,1,0
56,101214,13363,1,1,0
57,64876,15066,0,0,0
34,112160,49897,1,0,0
54,58725,49544,4,0,0
56,25255,33711,2,0,0
69,94947,1189,0,0,0
46,73380,12752,3,0,0
69,73333,8482,3,0,0
53,62459,17679,4,0,1
55,56163,25552,2,1,0
56,53971,1799,2,0,0
67,116771,26381,3,1,0
54,85149,10934,1,0,0
69,104730,20084,3,1,0
52,39476,42556,1,0,0
24,88580,10909,2,1,0
44,106593,26931,3,0,0
45,89050,46183,3,0,0
39,95526,26868,0,1,0
31,27507,44558,2,1,0
24,90393,14846,2,1,1
54,32118,23257,2,0,0
39,70529,29013,1,1,0
22,88682,38482,1,1,0
19,111937,23875,0,0,0
44,74176,25717,1,0,0
38,111713,12408,4,0,0
55,24414,36607,3,0,1
32,103030,37281,3,1,0
38,105973,28326,4,0,0
27,82137,14601,1,0,0
40,23937,2135,4,1,0
56,56731,23741,1,0,1
22,106862,12913,2,1,0
18,58665,11101,2,1,0
30,94510,19631,0,1,0
38,37500,7548,2,1,0
43,21750,38284,2,0,0
67,85018,37870,2,0,0
62,24027,49985,1,1,0
38,25745,28215,4,1,0
35,81731,38279,3,0,0
54,106984,20215,3,1,0
62,48451,26582,3,0,0
49,113743,15024,4,0,0
53,91474,12413,0,1,0
34,81536,17319,3,0,0
52,32150,20446,2,1,0
66,33406,46483,4,1,0
28,39781,41743,1,0,1
38,77417,33036,1,1,1
69,38325,13621,1,0,0
43,88684,11511,2,0,0
21,114415,20923,3,0,0
51,93469,11558,2,1,0
69,29436,33235,1,0,0
65,37669,1526,1,1,0
35,92010,2753,0,0,0
57,96764,27248,3,0,0
52,119074,15656,5,1,1
58,21843,24266,1,1,0
46,85609,11220,3,0,0
69,70812,19038,2,1,1
46,36059,13741,0,1,0
55,106269,5841,3,1,0
59,60768,37809,2,1,0
38,45395,31575,1,1,0
59,40202,42733,1,1,0
30,33273,15418,2,0,0
66,68889,38185,3,1,0
58,118635,42745,2,1,0
34,93048,28881,1,1,1
26,113767,15587,4,0,0
58,108810,23268,1,1,0
18,65510,1448,5,0,0
19,107945,38353,2,1,0
65,90649,46519,0,0,0
46,22881,9108,1,0,0
50,65913,49302,2,0,0
27,104785,12443,3,0,0
67,85037,23435,2,0,0
57,82457,34062,0,1,0
38,55343,2238,0,1,0
45,82389,16321,2,1,0
28,98250,17074,1,0,1
51,28656,14049,2,0,0
25,25741,36584,2,1,1
39,36661,2098,2,1,0
25,117091,15679,0,1,0
66,48690,35505,0,1,0
32,52833,36533,2,1,0
34,91240,47998,2,1,0
40,97711,12434,2,0,0
41,77141,45859,3,1,0
62,98232,34178,1,0,0
36,59023,28575,4,1,0
22,60209,20329,1,0,0
49,113590,38554,0,1,0
61,106612,42837,3,0,0
18,100522,19493,1,0,0
40,34440,22830,4,0,1
54,27960,39603,2,0,0
25,42462,35754,2,0,0
30,37821,9126,3,0,0
25,77772,42838,1,1,0
40,47258,41068,3,0,0
60,112889,23093,0,1,0
18,108952,49316,2,0,0
62,82524,36171,0,1,0
68,42115,9262,0,1,0
41,66433,44270,1,1,0
52,110504,21785,1,1,0
41,108267,40469,1,0,0
34,108321,4295,2,0,0
22,99364,16687,1,0,0
37,90077,46643,2,0,0
38,60644,3121,1,0,0
57,82643,4582,1,1,0
48,33311,48245,2,1,0
63,50531,31280,1,0,0
53,34588,43589,1,1,0
28,69416,39468,3,1,0
69,32380,41000,1,0,0
32,62645,38056,3,0,0
36,37818,32672,1,0,0
24,50857,2085,2,0,0
68,41711,16891,0,0,0
45,25097,16600,1,0,0
68,48393,33458,2,1,0
60,42076,9645,1,0,0
22,104274,42578,0,0,1
22,77609,42596,2,1,1
47,49317,5874,2,0,0
49,78480,14767,3,0,0
25,27044,27825,1,1,0
27,91033,11913,1,0,0
55,75486,17215,2,0,0
64,75162,19733,2,0,0
49,99287,15332,2,1,0
65,49882,5432,2,0,0
45,74078,23559,3,1,0
34,78734,27570,3,0,0
48,63826,41033,1,1,0
25,107985,7103,1,1,0
57,64028,44780,3,0,1
42,71331,16900,3,0,0
26,118938,3031,2,1,0
19,52543,18633,2,1,0
32,49362,24192,3,1,0
67,47315,20940,2,0,0
20,47746,42287,2,0,0
66,30057,9988,3,1,0
53,62915,39067,1,1,0
21,41061,13952,3,0,0
31,71370,28369,0,1,0
58,54157,36862,3,0,0
58,31322,3977,1,1,1
42,89812,39493,4,0,1
67,97842,2268,2,1,0
27,54017,49929,3,0,0
38,76792,17756,2,0,0
53,47742,21764,1,1,0
29,117136,41385,2,1,0
44,84808,16032,3,1,0
57,37629,30478,3,0,0
19,28245,46702,1,1,0
30,116950,12885,1,0,0
49,63870,10796,1,0,0
48,115634,40047,6,0,0
33,84829,33863,3,0,0
49,30588,16478,2,0,1
49,20442,33117,1,0,0
51,97339,21753,0,0,0
28,60721,21325,2,0,0
27,57145,8021,0,1,0
32,30599,16185,2,1,0
34,92594,6868,0,1,0
57,102742,14071,2,1,0
35,97430,9041,1,1,0
26,22939,17515,2,0,0
42,42149,45075,3,1,0
57,86567,41058,3,1,0
31,30208,49263,1,0,0
42,86098,26966,3,0,1
67,69492,40284,2,1,0
39,40951,43109,3,1,0
69,68920,45470,1,1,0
47,66766,23290,1,1,0
37,77014,31702,3,0,0
38,48351,29223,2,1,0
61,104216,34575,5,1,0
49,69386,46799,4,0,0
68,107122,45168,1,1,0
63,29308,22661,1,0,0
66,79252,17439,1,0,0
38,95145,37432,0,0,0
52,115031,34511,2,0,0
49,103211,32147,1,0,1
47,48064,30114,0,1,0
56,73879,7030,2,1,0
66,28720,25515,2,0,0
29,62940,48429,4,1,0
58,99993,48743,1,0,0
64,88475,31333,2,0,0
35,67113,1079,0,1,0
38,68926,48577,2,1,0
30,58203,30048,2,1,1
38,108901,45900,2,1,0
25,25392,3966,3,1,0
63,45905,49302,2,0,1
57,93508,4728,1,1,0
63,70385,38304,0,1,0
24,50653,39581,2,1,0
40,111865,25794,2,1,0
61,104720,1947,1,1,0
49,34799,13565,0,1,0
28,80103,16844,4,0,0
39,35052,1594,1,0,0
39,26044,22414,1,0,0
60,39871,31690,2,0,0
42,109303,17524,2,0,0
39,40234,28469,0,1,0
45,41381,20439,1,0,0
46,37274,27206,0,1,0
30,107840,47785,2,0,0
35,103108,37973,3,0,0
19,69892,22555,3,1,0
46,70521,8782,2,1,0
38,111501,3660,2,0,0
32,103920,49781,2,0,0
69,103391,40624,4,0,0
44,37920,7089,1,1,0
67,36702,6318,2,0,0
48,21894,27605,1,1,0
32,50985,30400,0,1,0
68,48287,16405,2,1,0
40,93527,31209,4,1,0
41,35439,9062,0,1,0
61,114620,18424,3,1,0
30,62235,42274,2,0,0
39,47659,24987,3,1,0
60,44976,45419,3,0,0
54,102643,21556,3,1,0
50,87865,28601,3,0,0
20,88306,20330,2,1,0
36,76697,16730,0,1,0
40,90382,4236,4,0,0
46,36651,4680,0,1,0
47,69044,31312,3,0,0
56,34633,49151,2,1,0
61,99164,22191,2,0,0
64,20569,45066,2,0,0
42,79900,18921,1,1,1
54,87509,37640,3,1,0
64,53038,35635,3,0,0
25,69088,49588,3,1,0
59,93177,37688,2,0,0
33,94466,6693,0,0,1
25,92216,21266,0,0,0
18,86793,44716,4,0,0
61,93786,27488,4,1,0
22,58138,25122,4,1,0
20,83310,42224,4,1,0
18,48757,30004,3,1,0
21,90394,7331,2,0,0
57,99027,22566,3,0,0
52,110830,46875,2,0,0
49,76151,43262,1,1,0
59,69272,47621,2,0,0
51,26908,43154,3,0,0
60,30844,41899,2,0,0
42,71455,45564,2,1,0
27,88447,21778,1,1,0
38,94527,34926,3,1,0
63,97108,21751,1,1,0
56,63066,18528,0,0,0
44,115229,1068,2,1,1
44,60004,4717,4,0,1
19,58333,16218,0,1,0
58,103029,44968,1,0,0
65,59697,26402,1,0,1
30,37634,49623,2,1,0
26,44561,32643,3,1,0
69,38033,43129,2,0,0
53,92887,49460,2,0,0
39,75063,30152,0,0,0
59,45921,12526,0,1,0
43,39340,27916,1,1,0
29,82781,43975,3,1,0
34,34901,27028,1,1,0
31,30638,27709,2,0,0
31,58596,42999,1,1,0
51,106914,16063,1,1,0
37,64324,5723,2,1,0
28,108356,5213,2,0,0
33,110596,23797,2,1,0
68,52642,37234,0,1,0
48,45378,20410,2,0,0
23,70867,24382,0,0,1
36,93686,46217,3,1,0
54,62875,3747,1,1,0
21,109595,24655,1,1,0
64,103729,31348,3,1,0
21,84377,13454,3,1,0
37,74691,13587,1,1,0
27,113337,23555,1,0,0
41,84303,29071,1,1,0
52,80839,21239,1,0,0
43,69063,32602,2,0,0
54,111782,3203,3,1,0
55,98343,14635,3,0,0
38,103071,2144,1,0,0
57,25492,33699,4,0,0
56,51357,20083,3,0,0
38,91838,27127,2,0,0
27,52314,13213,2,1,0
55,68697,17944,4,1,0
63,90283,2187,4,0,0
21,79567,4133,0,0,0
62,67006,4411,4,1,0
37,80011,35457,2,1,0
34,30686,38175,2,1,0
24,57449,36191,2,1,0
21,81606,7728,1,0,0
46,38891,34744,2,0,0
31,72115,23881,1,1,0
20,80719,13801,1,0,0
41,115464,11548,2,0,0
54,93030,33886,0,1,0
33,56723,35310,2,1,0
69,49877,20427,4,0,0
21,113517,1972,2,1,0
41,34026,34683,1,0,0
51,40422,7621,1,1,0
47,29244,27013,3,0,0
35,53481,15530,1,1,0
36,109180,8354,0,0,0
48,78031,47529,1,1,0
36,28521,38359,4,1,0
66,21746,24223,4,0,0
63,103127,42232,4,1,1
36,112254,13550,3,0,0
39,88232,23660,2,1,1
41,32012,32029,3,0,0
62,100224,31268,3,1,1
29,43457,48119,2,1,0
47,90572,27340,1,0,0
55,49960,5290,1,0,0
48,107695,31138,2,0,0
53,27910,7446,5,1,0
36,22693,14432,1,0,0
65,35858,2522,2,1,0
62,48810,34329,1,0,0
53,40092,4540,1,0,0
47,108779,13328,3,1,0
66,68700,35247,4,1,0
50,78105,7677,1,0,0
35,50505,42616,1,0,1
69,93228,26947,1,1,0
66,48555,46534,3,1,1
45,91934,14520,1,0,1
64,92788,45711,0,1,0
28,97257,23805,2,1,0
62,37939,31444,3,0,0
50,31825,21143,0,1,1
34,110787,11292,4,0,0
23,44151,43844,1,1,1
21,20036,17017,2,0,0
37,113948,26323,0,1,0
65,103707,42423,4,0,0
64,59051,42713,3,1,0
44,118297,23320,2,1,1
32,100738,9774,2,0,0
23,93596,3205,0,1,0
64,80071,13342,0,0,0
31,93601,5027,4,1,1
28,49873,17327,1,1,0
56,56648,22200,4,0,0
26,91468,8188,2,1,0
43,46470,3808,0,0,0
33,85129,14851,0,0,0
22,28328,16354,2,0,0
69,26333,16058,1,0,0
27,66638,15620,2,0,0
67,31268,32230,1,1,0
20,90603,37681,3,1,0
30,37045,18803,1,1,0
60,60741,3167,2,0,0
66,108306,3144,2,0,0
47,62770,3167,2,1,0
62,27887,43520,1,0,0
23,118718,43136,1,0,0
34,117906,26844,3,1,0
62,44918,29163,2,0,0
68,55497,23920,2,0,0
36,113562,18550,3,1,0
59,81009,37343,1,0,0
52,31929,19254,3,0,0
63,81762,41011,1,0,0
43,99099,21147,1,1,0
68,48546,13926,2,0,0
22,98424,34823,1,1,0
46,57338,24991,3,0,0
54,54283,42851,1,0,0
37,102494,28563,2,1,0
66,98170,31688,1,1,0
38,104787,30023,1,0,0
27,66566,35130,3,1,0
22,105464,1925,4,1,0
53,101991,17321,2,1,1
23,112680,11769,3,0,0
43,48013,37748,3,0,0
21,72132,41028,2,0,0
56,107412,17151,2,0,0
56,112498,11597,3,1,0
67,48084,35187,2,1,0
52,41143,44835,1,0,0
18,111627,1059,6,1,0
41,34179,36292,2,1,1
53,118343,21181,2,1,0
23,78726,28235,1,1,0
58,30222,29672,0,0,1
63,79965,2578,2,1,0
61,84068,46366,2,1,0
48,43949,48295,2,1,0
37,36116,17047,2,1,0
41,71052,33160,1,0,0
42,71369,34475,7,0,0
53,68817,25549,4,0,0
38,103203,6277,3,0,0
47,94311,2780,4,0,0
41,49655,47579,2,1,0
61,77802,46913,2,1,0
59,67632,15662,0,1,0
47,34193,32516,5,0,0
39,100212,33161,1,0,0
45,50776,45499,3,1,0
24,63225,32886,3,0,0
52,80010,9800,1,1,1
45,102735,6439,0,1,0
31,85451,5307,1,0,0
27,68812,3364,0,1,0
33,100602,17568,2,1,0
33,38895,39092,0,1,0
48,85782,6483,0,0,0
59,41209,1245,3,0,1
42,102336,9430,2,0,0
30,81807,9183,2,1,0
23,43086,39692,2,0,0
61,105637,31086,3,1,0
26,102027,33726,1,1,0
62,47207,14901,2,0,0
53,40897,4907,0,0,0
60,83083,34044,0,1,0
37,115028,29604,5,0,1
35,86957,38869,2,0,0
60,117551,15537,1,1,0
38,98506,13501,1,0,0
21,27283,38371,0,1,0
67,114024,47154,2,0,0
50,101481,37821,1,0,0
44,20255,24196,1,1,0
24,96555,7073,4,1,0
23,35487,11561,2,1,1
32,39346,19101,1,1,0
35,55050,46516,1,0,0
49,28744,32426,1,0,0
28,44756,30341,3,0,0
37,81596,8313,3,1,0
41,103397,31773,0,0,0
32,45146,29003,2,1,0
65,75032,27420,2,1,0
24,62687,6714,1,1,1
38,66103,28139,1,0,0
59,41976,27098,0,0,0
43,82863,43294,0,1,0
61,20591,14582,2,1,0
31,26277,44583,3,1,0
54,81860,14760,1,0,0
38,22260,7255,2,1,0
35,85883,17622,2,1,0
22,44741,36983,2,1,0
20,57211,41309,1,0,0
40,61542,30715,3,0,0
43,26869,37415,0,1,0
54,113618,22792,3,1,0
41,107616,43576,2,1,0
66,84732,23724,1,0,0
36,114515,4652,1,0,0
68,39422,27297,2,1,0
42,55613,33422,1,0,0
38,77016,15028,2,1,0
29,80110,14803,3,0,0
58,108529,7307,1,1,0
50,97922,32325,2,0,0
67,54033,32574,3,1,0
21,65213,20262,3,1,0
59,81993,2535,4,1,0
24,32938,15932,1,0,0
39,96695,16749,2,1,0
50,22274,9727,3,1,0
34,104390,18332,1,1,0
41,51815,30534,0,1,0
51,96018,11834,0,0,0
45,38961,21325,0,0,0
60,40044,10213,0,1,0
58,119372,49205,4,0,0
56,41975,2403,1,1,0
39,34706,8506,2,0,0
66,25974,30659,0,1,0
34,96464,8591,3,1,0
51,41213,13996,0,1,0
23,21950,38828,1,1,0
63,105013,48830,0,1,1
23,30411,35370,0,1,0
51,107231,14472,1,0,0
18,66156,30098,3,0,0
27,82744,3196,0,0,0
38,37771,12091,1,1,0
22,89810,16040,2,0,0
19,55053,49784,6,1,1
39,72076,7023,2,0,0
65,27045,21543,2,1,0
19,77623,29377,2,0,0
27,49714,37635,2,1,0
51,54386,43337,2,0,0
33,28562,41409,4,1,0
65,75048,6004,2,0,0
68,113295,10963,1,1,0
56,32026,14796,1,0,1
39,51589,41972,3,0,0
29,117274,8077,1,0,0
41,46844,30848,3,0,0
64,43447,13526,3,0,0
57,110415,4261,1,0,0
55,97502,18046,0,1,0
27,103268,14397,2,0,0
52,74708,26269,3,1,0
68,83925,37158,0,0,0
66,90825,26757,2,1,0
49,71574,16299,2,0,0
24,105548,2902,4,1,0
38,38812,43399,0,1,0
37,75309,49330,2,1,1
43,84230,47308,2,0,0
21,61628,4846,2,0,0
63,60581,13359,2,0,0
69,66628,3520,1,1,0
39,108628,41832,0,0,0
32,45105,21098,1,1,1
57,99830,40451,2,0,0
38,89157,24136,0,1,0
32,52442,36885,1,0,0
39,107235,31720,3,0,1
69,22347,22157,2,0,0
45,115022,49372,1,1,0
31,67650,20674,2,1,0
44,37110,33357,0,0,0
58,82170,13578,5,0,0
57,24923,3251,2,1,0
45,71801,14513,1,1,0
43,82771,38429,2,0,0
66,101147,28105,1,0,0
19,68135,47871,3,0,0
